,Data i miejsce urodzenia:,Funkcja w Sejmie:,Klub/koło:,Liczba głosów:,Lista:,Okręg wyborczy:,Staż parlamentarny:,Strona WWW:,Tytuł/stopień naukowy:,Ukończona szkoła:,Wybrany dnia:,Wygaśnięcie mandatu:,Wykształcenie:,Zawód:,imie
410,07-08-1966,,Klub Parlamentarny Platforma Obywatelska,14218,Platforma Obywatelska,36  Kalisz,"poseł V kadencji, poseł VI kadencji",,,"Katolicki Uniwersytet Lubelski, Wydział Filozofii, Filozofia teoretyczna - magister (1995)",25-10-2015,,wyższe,logik,Jarosław Urbaniak
411,11-08-1976,,Klub Parlamentarny Prawo i Sprawiedliwość,11200,Prawo i Sprawiedliwość,22  Krosno,brak,, doktor,"Uniwersytet Jagielloński, Wydział Historyczny, Historia - magister (2001)",25-10-2015,,wyższe,historyk,Piotr Uruski
412,20-05-1977,,Klub Parlamentarny Prawo i Sprawiedliwość,6679,Prawo i Sprawiedliwość,20  Warszawa,brak,,,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych, Elektronika - inżynieria komputerowa - magister inżynier (2004)",25-10-2015,,wyższe,manager,Piotr Uściński
413,18-12-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,8567,Prawo i Sprawiedliwość,18  Siedlce,poseł VI kadencji,,,"Katolicki Uniwersytet Lubelski, Wydział Filozofii Chrześcijańskiej, Socjologia - magister (1979)",25-10-2015,,wyższe,socjolog,Teresa Wargocka
414,13-08-1976,,Klub Parlamentarny Prawo i Sprawiedliwość,11998,Prawo i Sprawiedliwość,32  Sosnowiec,brak,,,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2002)",25-10-2015,,wyższe,politolog,Robert Warwas
415,21-04-1959,,Klub Parlamentarny Prawo i Sprawiedliwość,15240,Prawo i Sprawiedliwość,23  Rzeszów,"poseł VI kadencji, poseł VII kadencji",,,"Akademia Rolnicza w Krakowie, Wydział Ekonomiki Produkcji i Obrotu Rolnego - magister inżynier (1985)",25-10-2015,,wyższe,ekonomista,Jan Warzecha
416,10-01-1958,,Klub Parlamentarny Platforma Obywatelska,7660,Platforma Obywatelska,35  Olsztyn,brak,,,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Technologia Żywności, Technologia żywności - magister inżynier (1982)",25-10-2015,,wyższe,technolog żywności,Anna Wasilewska
417,16-03-1978,,Klub Parlamentarny Prawo i Sprawiedliwość,81379,Prawo i Sprawiedliwość,13  Kraków,brak,,,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2002)",25-10-2015,,wyższe,adwokat,Małgorzata Wassermann
418,05-05-1957,,Klub Parlamentarny Prawo i Sprawiedliwość,32909,Prawo i Sprawiedliwość,11  Sieradz,poseł VII kadencji,, doktor,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1980)",25-10-2015,,wyższe,parlamentarzysta,Witold Waszczykowski
419,16-10-1969,,Klub Parlamentarny Prawo i Sprawiedliwość,9977,Prawo i Sprawiedliwość,16  Płock,brak,,,"Uniwersytet Warszawski, Wydział Historyczny, Archeologia - magister (1994)",25-10-2015,,wyższe,archeolog,Maciej Wąsik
420,01-09-1981,,Klub Parlamentarny Prawo i Sprawiedliwość,17359,Prawo i Sprawiedliwość,23  Rzeszów,brak,,,"Wyższa Szkoła Prawa i Administracji, Wydział Prawa i Administracji, Prawo i administracja - magister (2007)",25-10-2015,,wyższe,prawnik,Rafał Weber
421,04-10-1973,,Klub Parlamentarny Platforma Obywatelska,8621,Platforma Obywatelska,2  Wałbrzych,"poseł VI kadencji, poseł VII kadencji",,,"Akademia Ekonomiczna we Wrocławiu, Wydział Gospodarki Regionalnej i Turystyki, Marketing - magister (1997)",25-10-2015,,wyższe,ekonomista,Monika Wielichowska
422,23-10-1960,,Klub Parlamentarny Platforma Obywatelska,8440,Platforma Obywatelska,21  Opole,brak,,,"Uniwersytet Wrocławski, Wydział Nauk Przyrodniczych, Geologia - magister (1984)",25-10-2015,,wyższe,wyższy urzędnik państwowy,Ryszard Wilczyński
423,17-08-1974,,Poseł niezrzeszony,2420,Kukiz'15,19  Warszawa,brak,,,"Szkoła Główna Handlowa w Warszawie, Wydział Międzynarodowe Stosunki Gospodarcze i Polityczne, Ekonomia - magister (1998)",25-10-2015,,wyższe,adwokat,Jacek Wilk
424,15-03-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,14904,Prawo i Sprawiedliwość,34  Elbląg,brak,,,"Wyższa Szkoła Zarządzania i Przedsiębiorczości w Warszawie, Wydział Zarządzania i Marketingu, Zarządzanie organizacjami - licencjat (2002)",25-10-2015,,wyższe,ekonomista,Jerzy Wilk
425,12-08-1972,,Klub Parlamentarny Platforma Obywatelska,6348,Platforma Obywatelska,6  Lublin,"poseł V kadencji, poseł VI kadencji",,,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Prawa i Administracji, Prawo - magister (1997)",25-10-2015,,wyższe,urzędnik państwowy,Wojciech Wilk
426,18-07-1985,,Poseł niezrzeszony,11802,Kukiz'15,1  Legnica,brak,,,Liceum Ogólnokształcące im. Adama Mickiewicza w Lubaniu Śląskim (2004),25-10-2015,,średnie ogólne,publicysta,Robert Winnicki
427,14-04-1971,,Klub Parlamentarny Platforma Obywatelska,25525,Platforma Obywatelska,36  Kalisz,"senator VI kadencji, senator VII kadencji, poseł VII kadencji",, doktor,"Uniwersytet im. A. Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Politologia - magister (1997)",25-10-2015,,wyższe,politolog,Mariusz Witczak
428,17-12-1957,,Klub Parlamentarny Prawo i Sprawiedliwość,22168,Prawo i Sprawiedliwość,1  Legnica,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Historia - magister (1980)",25-10-2015,,wyższe,nauczyciel,Elżbieta Witek
429,25-08-1960,,Klub Parlamentarny Prawo i Sprawiedliwość,21163,Prawo i Sprawiedliwość,10  Piotrków Trybunalski,"senator VII kadencji, senator VIII kadencji",,,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Rolniczy, Rolnictwo - magister inżynier (1986)",25-10-2015,,wyższe,rolnik,Grzegorz Wojciechowski
430,24-06-1946,,Klub Parlamentarny Prawo i Sprawiedliwość,13230,Prawo i Sprawiedliwość,15  Tarnów,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",, doktor,"Wyższa Szkoła Rolnicza we Wrocławiu, Wydział Melioracji Wodnej, Oddział Geodezji, Urządzenia rolne - magister inżynier (1971)",25-10-2015,,wyższe,doktor inżynier geodeta,Michał Wojtkiewicz
431,18-12-1968,,Klub Parlamentarny Prawo i Sprawiedliwość,16516,Prawo i Sprawiedliwość,18  Siedlce,poseł VII kadencji,,,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych, Instytut Krajów Rozwijających się - Ameryka Łacińska - magister (1992)",25-10-2015,,wyższe,geograf,Grzegorz Adam Woźniak
432,15-01-1960,,Klub Parlamentarny Prawo i Sprawiedliwość,11011,Prawo i Sprawiedliwość,11  Sieradz,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Wyższa Szkoła Pedagogiczna w Olsztynie, Wydział Humanistyczny, Historia - magister (1985)",25-10-2015,,wyższe,historyk,Tadeusz Woźniak
433,24-03-1980,,Klub Parlamentarny Platforma Obywatelska,8028,Platforma Obywatelska,31  Katowice,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Śląski w Katowicach, Wydział Prawa i Administarcji, Prawo - magister (2015)",25-10-2015,,wyższe,prawnik,Marek Wójcik
434,17-04-1971,,Klub Parlamentarny Prawo i Sprawiedliwość,7652,Prawo i Sprawiedliwość,31  Katowice,poseł V kadencji,, doktor,"Uniwersytet Ślaski w Katowicach, Wydział Prawa, Prawo - magister (1994)",25-10-2015,,wyższe,prawnik,Michał Wójcik
435,Klub Poselski Kukiz'15,,brak,9135,Kukiz'15,10  Piotrków Trybunalski,Zmarł,,wyższe, doktor,25-10-2015,2017-01-19,02-12-1973,"Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny, Finanse i bankowość - magister (1996)",Rafał Wójcikowski
436,20-12-1982,,Klub Poselski Nowoczesna,3945,Nowoczesna Ryszarda Petru,19  Warszawa,brak,, doktor,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Teologiczny, Instytut Edukacji Medialnej i Dziennikarstwa - magister (2005)",25-10-2015,,wyższe,dziennikarz,Kornelia Wróblewska
437,12-07-1963,,Klub Parlamentarny Prawo i Sprawiedliwość,9426,Prawo i Sprawiedliwość,23  Rzeszów,brak,,,"Wyższa Szkoła Pedagogiczna w Rzeszowie, Wydział Społeczno-Pedagogiczny, Historia - magister (1987)",25-10-2015,,wyższe,nauczyciel,Krystyna Wróblewska
438,13-03-1975,,Klub Parlamentarny Prawo i Sprawiedliwość,14108,Prawo i Sprawiedliwość,39  Poznań,brak,, doktor,"Uniwersytet im. A. Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2000)",25-10-2015,,wyższe,wykładowca akademicki,Bartłomiej Wróblewski
439,02-02-1971,,Klub Parlamentarny Prawo i Sprawiedliwość,7496,Prawo i Sprawiedliwość,19  Warszawa,brak,,,"Uniwersytet Warszawski, Wydział Stosowanych Nauk Społecznych i Resocjalizacji, Politologia - magister (1998)",25-10-2015,,wyższe,adwokat,Małgorzata Wypych
440,06-08-1967,,Klub Parlamentarny Prawo i Sprawiedliwość,19018,Prawo i Sprawiedliwość,18  Siedlce,poseł IV kadencji,,,"Uniwersytet Szczeciński, Wydział Humanistyczny, Pedagogika - magister (1993)",25-10-2015,,wyższe,prezes,Marek Zagórski
441,06-07-1965,,Klub Parlamentarny Prawo i Sprawiedliwość,22402,Prawo i Sprawiedliwość,2  Wałbrzych,"poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia polska - magister (1989)",25-10-2015,,wyższe,parlamentarzysta,Anna Zalewska
442,12-12-1972,,Klub Parlamentarny Prawo i Sprawiedliwość,7857,Prawo i Sprawiedliwość,41  Szczecin,"poseł IV kadencji, poseł V kadencji, senator VII kadencji",,,"Uniwersytet Szczeciński, Wydział Humanistyczny, Nauki polityczne - magister (1997)",25-10-2015,,wyższe,politolog,Krzysztof Zaremba
443,05-06-1969,,Klub Parlamentarny Prawo i Sprawiedliwość,5821,Prawo i Sprawiedliwość,8  Zielona Góra,brak,,,"Uniwersytet Wrocławski, Wydział Prawa i Administarcji, Prawo - magister (2000)",25-10-2015,,wyższe,prawnik,Artur Zasada
444,09-06-1963,,Klub Parlamentarny Prawo i Sprawiedliwość,25236,Prawo i Sprawiedliwość,7  Chełm,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Katolicki Uniwersytet Lubelski, Wydział Humanistyczny, Historia - magister (2004)",25-10-2015,,wyższe,historyk,Sławomir Zawiślak
445,20-02-1978,,Klub Parlamentarny Prawo i Sprawiedliwość,8949,Prawo i Sprawiedliwość,5  Toruń,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Prawa, Prawo - magister (2005)",25-10-2015,,wyższe,prawnik,Łukasz Zbonikowski
446,28-12-1980,,Klub Poselski Nowoczesna,12699,Nowoczesna Ryszarda Petru,21  Opole,brak,,,"Uniwersytet Opolski, Wydział Instytut Politologii, Politologia - magister (2004)",25-10-2015,,wyższe,politolog,Witold Zembaczyński
447,11-02-1950,,Klub Parlamentarny Platforma Obywatelska,53610,Platforma Obywatelska,31  Katowice,brak,,profesor doktor habilitowany(2003),"Akademia Medyczna we Wrocławiu, Wydział Lekarski - lekarz (1974)",25-10-2015,,wyższe,lekarz medycyny,Marian Zembala
448,17-09-1963,,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,8070,Polskie Stronnictwo Ludowe,16  Płock,poseł VII kadencji,,,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1990)",25-10-2015,,wyższe,pracownik samorządowy,Piotr Zgorzelski
449,20-09-1960,,Klub Parlamentarny Prawo i Sprawiedliwość,28865,Prawo i Sprawiedliwość,24  Białystok,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Gdański, Wydział Humanistyczny, Filologia polska - magister (1986)",25-10-2015,,wyższe,poseł na Sejm RP,Jarosław Zieliński
450,25-03-1956,,Klub Parlamentarny Platforma Obywatelska,12043,Platforma Obywatelska,36  Kalisz,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Akademia Wychowania Fizycznego Poznań - Filia w Gorzowie Wlkp., Wydział Wychowania fizycznego, Wychowanie fizyczne - magister (1981)",25-10-2015,,wyższe,parlamentarzysta,Wojciech Ziemniak
451,18-08-1970,,Klub Parlamentarny Prawo i Sprawiedliwość,67238,Prawo i Sprawiedliwość,33  Kielce,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",,,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa, Prawo - magister (1994)",25-10-2015,,wyższe,prawnik,Zbigniew Ziobro
452,01-07-1976,,Klub Parlamentarny Platforma Obywatelska,29760,Platforma Obywatelska,39  Poznań,brak,,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Matematyczny, Matematyka - licencjat (1999)",25-10-2015,,wyższe,sportowiec,Szymon Ziółkowski
453,06-04-1951,,Klub Parlamentarny Prawo i Sprawiedliwość,6940,Prawo i Sprawiedliwość,33  Kielce,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Politechnika Świętokrzyska, Wydział Instytut Elektrotechniki, Elektrotechnika przemyslowa - inżynier (1978)",25-10-2015,,wyższe,inżynier elektryk,Maria Zuba
454,12-11-1979,,Klub Parlamentarny Prawo i Sprawiedliwość,10802,Prawo i Sprawiedliwość,1  Legnica,poseł VII kadencji,,,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Prawo - magister (2006)",25-10-2015,,wyższe,parlamentarzysta,Wojciech Zubowski
455,06-07-1958,,Koło Poselskie Wolni i Solidarni,11822,Kukiz'15,26  Gdynia,brak,,,"Centrum Aktywnego Rozwoju i Edukacji, Terapeuta uzależnień - technik (2013)",25-10-2015,,średnie policelane/pomaturalne,przedsiębiorca,Małgorzata Zwiercan
456,05-08-1969,,Koło Poselskie Wolni i Solidarni,7725,Kukiz'15,2  Wałbrzych,brak,,,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Prawo - magister (2002)",25-10-2015,,wyższe,radca prawny,Ireneusz Zyska
457,13-01-1973,,Klub Parlamentarny Prawo i Sprawiedliwość,12370,Prawo i Sprawiedliwość,24  Białystok,"poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet w Białymstoku, Wydział Prawa, Nauki prawne - magister (2001)",25-10-2015,,wyższe,poseł na Sejm RP,Jacek Żalek
